fighter,odds,ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,match_weightclass_rank,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,kd_bout,sig_str_landed_bout,sig_str_attempted_bout,sig_str_pct_bout,tot_str_landed_bout,tot_str_attempted_bout,td_landed_bout,td_attempted_bout,td_pct_bout,sub_attempts_bout,pass_bout,rev_bout,bout_id,opponent,corner,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts
Umar Nurmagomedov,-530,18.86792453,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,1,False,Bantamweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,135,24,0,0,0,0,0,0,0,0,0,-5.08,-5.08,7,0.0,0.0,0.0,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,76647deb9faac6c2462ef3ed933b6639,Sergey Morozov,Red,,Russia,,,,sambo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Victoria Leonardo,170,170.0,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,0,False,Women's Flyweight,FEMALE,3,0,1,0,4.85,0.53,4.65,0.42,1,0,2,0,0,0,0,1,0,0,1,Orthodox,165.1,162.56,125,30,0,-1,-1,-1,0,-2,0,-1,0,5.08,7.62,0,-4.85,0.0,-4.65,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,fe31c948c3d9aaeba81266ff875e6453,Manon Fiorot,Red,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Max Holloway,-162,61.72839506,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,1,False,Featherweight,MALE,5,2,0,0,6.47,0.44,0.22,0.83,13,6,70,8,0,1,5,9,2,0,17,Orthodox,180.34,175.26,145,29,-2,2,-11,-11,-4,-49,-8,-5,-2,0.0,7.62,3,-1.46,-0.4,0.25,1,1,1.0,,,,,,,,,,1.0,,,,1,,,,,,,,,,,,,,,,,,3794c1234d3a4af3609edb379e337c64,Calvin Kattar,Red,,United States,,,,kickboxing,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0
Carlos Condit,-177,56.49717514,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,1,False,Welterweight,MALE,3,0,1,0,3.69,0.39,0.55,0.55,5,10,60,3,0,1,2,6,4,0,13,Orthodox,187.96,190.5,170,36,1,-1,2,2,1,-2,-3,5,-2,-5.08,0.0,4,0.12,0.4,1.05,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,191f00b191048981d28424793a9f3191,Matt Brown,Red,,United States,JacksonWink MMA,New Mexico,Albuquerque,wrestling,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Santiago Ponzinibbio,-305,32.78688525,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,0,False,Welterweight,MALE,3,0,7,0,4.27,0.39,0.54,0.44,7,2,25,0,0,0,4,5,0,0,9,Orthodox,182.88,185.42,170,34,1,-7,-3,0,2,7,0,1,0,0.0,-5.08,-2,0.24,0.0,0.78,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,208f9ef46a3146f0622244c6f5dc94f0,Li Jingliang,Red,,Argentina,American Top Team,Florida,Coconut Creek,kickboxing,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Joaquin Buckley,-278,35.97122302,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,0,False,Middleweight,MALE,3,0,2,0,4.89,0.38,0.66,0.16,2,1,7,0,0,0,0,2,0,0,2,Southpaw,177.8,193.04,185,26,3,-2,0,1,4,14,0,-1,0,5.08,-5.08,5,-1.64,0.0,1.0,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,98a98ea4d55465b145a50c81ef9d41ac,Alessio Di Chirico,Red,,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Punahele Soriano,130,130.0,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,1,False,Middleweight,MALE,3,0,2,0,3.99,0.42,3.28,0.8,2,0,4,0,0,0,1,1,0,0,2,Southpaw,180.34,182.88,185,28,0,0,0,0,0,1,0,0,0,5.08,5.08,-2,4.05,0.0,-2.63,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,6a0d15df8f35abe52b85907cb278b109,Dusko Todorovic,Red,,United States,,,,mixed,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Wu Yanan,-110,90.90909091,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,0,False,Women's Bantamweight,FEMALE,3,1,0,0,4.79,0.45,0.44,0.14,1,2,7,0,0,0,0,0,1,0,1,Orthodox,172.72,167.64,125,24,-1,0,-1,-1,-2,-7,0,0,-1,0.0,10.16,1,-4.79,-0.4,-0.44,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,1b6e67d193ea2ad366febb8d460d0c7d,Joselyne Edwards,Red,,People Republic China,,,,kickboxing,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0
Carlos Felipe,-190,52.63157895,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,1,False,Heavyweight,MALE,3,0,1,0,4.07,0.4,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,245,26,0,0,0,0,0,-4,0,1,0,0.0,-2.54,1,-0.21,0.0,0.0,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,8666b869826e885fadd376deb3bca1fa,Justin Tafa,Red,,Brazil,,,,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
David Zawada,210,210.0,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,0,False,Welterweight,MALE,3,0,1,0,3.38,0.41,0.94,0.22,1,2,7,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,170,30,0,0,2,3,-1,8,0,0,-1,-5.08,2.54,3,-1.09,-2.7,1.06,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,b91bd334579b1d1105f488f405e872d9,Ramazan Emeev,Red,,Germany,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sarah Moras,-230,43.47826087,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,0,False,Women's Bantamweight,FEMALE,3,1,0,0,2.18,0.38,0.77,0.22,1,5,21,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,135,32,2,0,-1,-3,-2,-12,0,-1,-1,-5.08,-5.08,0,1.22,-0.9,-0.77,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,54f71f1ae049ea938e813f0e80825375,Vanessa Melo,Red,,,,,,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Kilburn,180,180.0,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,0,False,Featherweight,MALE,3,2,0,0,0.77,0.55,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,25,-1,0,0,0,-1,-1,0,0,0,2.54,-5.08,1,0.03,0.0,1.0,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,ad6466e4962f61486628afe2af9f9ca6,Austin Lingo,Red,,,,,,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stephen Thompson,-103,97.08737864,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Welterweight,MALE,5,0,2,1,4.24,0.43,0.32,0.45,7,4,5,2,0,0,0,0,0,0,11,Orthodox,182.88,190.5,170,37,1,-2,-1,-5,-3,-4,-2,0,0,-2.54,0.0,-7,0.7,0.2,0.18,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,c07de2f196fad1bccc9cba231362fffe,Geoff Neal,Red,,United States,,,,karate,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jose Aldo,-140,71.42857143,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Bantamweight,MALE,3,0,1,0,3.45,0.45,0.57,0.56,15,6,3,12,0,0,0,0,0,0,19,Orthodox,170.18,177.8,135,34,1,-1,-10,-9,0,-3,-12,0,0,2.54,0.0,-6,0.2,1.0,0.21,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,4b4f0e5bc43ca562e9ac3a66777baf6f,Marlon Vera,Red,,Brazil,Nova Uniao,Brazil,Rio de Janeiro,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0
Michel Pereira,105,105.0,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Welterweight,MALE,3,0,2,0,3.74,0.54,1.76,0.7,2,2,0,0,0,0,0,0,0,0,3,Orthodox,185.42,185.42,170,27,1,-2,0,-1,-1,0,0,0,0,-2.54,10.16,-1,0.65,-0.5,-1.76,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,f9ff03da2b2f160005b3bec17d843eb6,Khaos Williams,Red,,Brazil,,,,jiu jitsu,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0
Marlon Moraes,-170,58.82352941,2020-12-19,"Las Vegas, Nevada, USA",USA,0,False,Bantamweight,MALE,3,0,3,0,5.21,0.42,1.2,0.36,3,3,0,0,0,0,0,0,0,0,8,Orthodox,172.72,180.34,135,33,2,-3,1,-3,1,2,1,0,0,-5.08,-10.16,-1,-1.83,-0.4,-0.2,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,d2b9d1b23ab0f27969d2c2178e694430,Rob Font,Red,,Brazil,,,,muay thai,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Marcin Tybura,-110,90.90909091,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Heavyweight,MALE,3,0,4,0,3.7,0.5,1.62,0.45,4,5,4,0,0,0,0,0,0,0,8,Orthodox,190.5,198.12,249,35,1,-4,-2,-2,-2,-4,0,0,0,5.08,5.08,-3,1.13,-0.1,-1.41,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,d530719f7d27138e929103ee325c4f3c,Greg Hardy,Red,,Poland,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anthony Pettis,-210,47.61904762,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Welterweight,MALE,3,0,2,0,3.05,0.47,0.61,0.5,5,10,2,4,0,0,0,0,0,0,16,Orthodox,177.8,182.88,155,33,1,-2,-2,-9,-6,0,-4,0,0,2.54,0.0,-3,1.91,-0.7,-0.17,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,99f730ad7443a7f9b7952667c695c49d,Alex Morono,Red,,,Roufusport,Wisconsin,Milwaukee,muay thai,0,1,1,0,0,0,0,1,0,0,0,0,1,3,1
Sijara Eubanks,-140,71.42857143,2020-12-19,"Las Vegas, Nevada, USA",USA,0,False,Women's Bantamweight,FEMALE,3,0,3,0,5.14,0.49,0.22,0.14,3,2,2,0,0,0,0,0,0,0,3,Orthodox,170.18,167.64,135,29,2,-3,-1,1,2,-2,0,0,0,-7.62,2.54,6,-0.62,0.2,1.66,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,ceb8b0a9ec2613ea9f2f16da463238ad,Pannie Kianzad,Red,,United States,,,,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deron Winn,160,160.0,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Catch Weight,MALE,3,0,1,0,4.74,0.47,4.98,0.52,1,2,1,0,0,0,0,0,0,0,2,Orthodox,167.64,177.8,185,31,2,-1,1,0,0,-1,0,0,0,22.86,7.62,0,-1.66,0.3,-3.58,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,7e2c25d5559d39a5887c2ef9a6beb080,Antonio Arroyo,Red,,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Gillian Robertson,-145,68.96551724,2020-12-19,"Las Vegas, Nevada, USA",USA,0,False,Women's Flyweight,FEMALE,3,0,2,0,3.52,0.48,2.0,0.8,2,1,0,0,0,0,0,0,0,0,3,Orthodox,167.64,172.72,125,27,1,-2,0,3,2,0,0,0,0,-2.54,-12.7,-2,-1.47,-0.1,0.64,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,95823a677d723ee0f4de02428cadb253,Taila Santos,Red,,Canada,,,,jiu jitsu,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Tafon Nchukwi,-335,29.85074627,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Middleweight,MALE,3,0,2,0,7.59,0.55,0.0,0.0,2,0,0,0,0,0,0,0,0,0,2,Orthodox,182.88,195.58,205,26,1,-2,-1,-1,3,0,0,0,0,5.08,7.62,6,-4.75,0.4,1.48,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,c2eda3e0386499f9ce643eef2078e464,Jamie Pickett,Red,,Cameroon,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jimmy Flick,-157,63.69426752,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Flyweight,MALE,3,0,2,0,1.99,0.58,1.81,0.5,2,0,0,0,0,0,0,0,0,0,2,Orthodox,170.18,172.72,125,30,1,-2,-2,-2,1,0,0,0,0,0.0,-2.54,-1,1.12,-6.4,1.47,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,c3d6397a424dab450a9f8185220ee318,Cody Durden,Red,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Christos Giagos,-345,28.98550725,2020-12-19,"Las Vegas, Nevada, USA",USA,1,False,Catch Weight,MALE,3,0,1,0,2.88,0.41,3.11,0.39,2,4,0,0,0,0,0,0,0,0,4,Orthodox,177.8,180.34,155,30,2,-1,-2,-4,-2,1,0,0,0,0.0,10.16,-3,0.62,-0.3,-3.11,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,2672f984589055e510c753757334aea4,Carlton Minus,Red,,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Tony Ferguson,-185,54.05405405,2020-12-12,"Las Vegas, Nevada, USA",USA,0,False,Lightweight,MALE,3,0,8,0,3.22,0.52,2.64,0.44,8,8,2,0,0,0,0,0,0,0,18,Orthodox,177.8,187.96,155,31,2,-8,4,-3,-5,2,2,0,0,2.54,5.08,5,2.24,-1.7,-2.19,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,7e08d8a782897a27c8e05cba16910386,Charles Oliveira,Red,,United States,,,,kung fu,1,1,0,0,0,0,1,0,1,1,0,1,0,2,1
Mackenzie Dern,-160,62.5,2020-12-12,"Las Vegas, Nevada, USA",USA,1,False,Women's Strawweight,FEMALE,3,0,3,0,3.74,0.38,0.28,0.05,3,1,1,0,0,0,0,0,0,0,5,Orthodox,162.56,160.02,115,27,1,-3,-1,-3,1,-1,0,0,0,-2.54,2.54,5,-1.35,-0.2,2.88,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,aab365d5eafed8ec6a2da1b8b6552f41,Virna Jandiroba,Red,,United States,RVCA Training Center ,California,Costa Mesa,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kevin Holland,-135,74.07407407,2020-12-12,"Las Vegas, Nevada, USA",USA,1,False,Middleweight,MALE,3,0,5,0,4.74,0.57,1.19,0.42,5,2,0,0,0,0,0,0,0,0,9,Orthodox,190.5,205.74,185,28,3,-5,3,10,6,3,0,0,0,-5.08,-22.86,13,-2.21,0.6,1.36,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,d568cf425231e9ef67c45a4d9cebb90d,Jacare Souza,Red,,United States,,,,kung fu,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Junior Dos Santos,325,325.0,2020-12-12,"Las Vegas, Nevada, USA",USA,0,False,Heavyweight,MALE,3,0,4,0,5.61,0.54,1.08,0.6,4,0,0,0,0,0,0,0,0,0,4,Orthodox,193.04,205.74,245,30,4,-4,5,11,8,6,5,0,0,0.0,-10.16,6,-1.12,-0.6,-0.78,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,0515d931ded08e0f60afcfd54ecd349c,Ciryl Gane,Red,,,American Top Team,Florida,Coconut Creek,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Cub Swanson,132,132.0,2020-12-12,"Las Vegas, Nevada, USA",USA,1,False,Featherweight,MALE,3,0,2,0,4.64,0.5,1.09,0.51,6,10,2,0,0,0,0,0,0,0,17,Orthodox,172.72,177.8,145,37,1,-2,-4,-13,-5,-1,0,0,0,-2.54,-2.54,-2,-1.23,1.3,0.46,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,fabb6fbbfaa7d876382a0b65ec61e7ba,Daniel Pineda,Red,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Renato Moicano,120,120.0,2020-12-12,"Las Vegas, Nevada, USA",USA,0,False,Lightweight,MALE,3,0,3,0,4.67,0.57,0.84,0.5,3,1,1,0,0,0,0,0,0,0,3,Switch,172.72,180.34,155,27,1,-3,0,3,3,0,0,0,0,7.62,2.54,4,0.73,0.6,0.44,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,07e65268c4d29f6342c989b92de195cf,Rafael Fiziev,Red,,Brazil,,,,jiu jitsu,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Gavin Tucker,165,165.0,2020-12-12,"Las Vegas, Nevada, USA",USA,1,False,Featherweight,MALE,3,0,3,0,4.4,0.45,3.0,0.42,3,1,2,0,0,0,0,0,0,0,4,Southpaw,167.64,167.64,145,34,1,-3,1,0,0,-2,0,0,0,10.16,10.16,-2,2.63,0.3,-1.72,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,1abf0ed922a167c5ef8ecfbd65961626,Billy Quarantillo,Red,,Canada,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tecia Torres,-550,18.18181818,2020-12-12,"Las Vegas, Nevada, USA",USA,1,False,Women's Strawweight,FEMALE,3,0,2,0,4.3,0.47,0.68,0.15,3,5,0,0,0,0,0,0,0,0,8,Orthodox,154.94,152.4,115,31,1,-2,-3,-8,-4,0,0,0,0,10.16,10.16,-3,-0.3,-0.1,-0.68,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,e5e42923711544d2ef0d78f3af4b73c9,Sam Hughes,Red,,United States,,,,taekwondo,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0
Chase Hooper,-310,32.25806452,2020-12-12,"Las Vegas, Nevada, USA",USA,1,False,Featherweight,MALE,3,0,1,0,4.43,0.45,0.32,0.07,2,1,2,0,0,0,0,0,0,0,3,Southpaw,185.42,187.96,145,21,2,-1,-1,-2,1,-1,0,0,0,-7.62,-2.54,13,-0.25,-2.2,1.07,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,94c88a62247e072a66a9148183c2af49,Peter Barrett,Red,,United States,,,,wrestling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Jack Hermansson,110,110.0,2020-12-05,"Las Vegas, Nevada, USA",USA,0,False,Middleweight,MALE,5,0,1,0,5.08,0.48,2.19,0.35,4,3,21,0,0,0,2,3,3,0,8,Orthodox,185.42,195.58,185,32,0,2,-1,-3,-1,-1,0,-3,-1,-2.54,-7.62,-5,-0.75,0.0,-0.52,1,1,4.0,,,,,,,4.0,,,,,,,1,,,,,,,,,,,,,,,,,,1d7582f5e5859c1821329da1c5f1c1ed,Marvin Vettori,Red,,Norway,,,,wrestling,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
Ovince Saint Preux,140,140.0,2020-12-05,"Las Vegas, Nevada, USA",USA,0,False,Light Heavyweight,MALE,3,0,1,0,2.64,0.46,1.23,0.4,5,10,67,1,1,0,4,9,5,0,19,Southpaw,190.5,203.2,205,37,0,1,-3,-17,-10,-61,-1,-8,-5,2.54,-2.54,-8,5.26,-0.6,-1.23,1,1,15.0,,,,,,15.0,,,,,,,,1,,,,,,,,,,,,,,,,,,8f9386c5d663cc567b4ad7c3b121683e,Jamahal Hill,Red,,Haiti,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Gabriel Benitez,-215,46.51162791,2020-12-05,"Las Vegas, Nevada, USA",USA,1,False,Lightweight,MALE,3,2,0,0,4.14,0.38,0.18,0.5,2,4,20,0,0,0,2,1,2,0,5,Southpaw,172.72,180.34,155,32,-1,0,-1,-4,-3,-16,0,0,-2,-2.54,-7.62,-1,0.46,0.0,-0.18,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,a85b32325618a73fc17eef04563c6c83,Justin Jaynes,Red,,Mexico,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roman Dolidze,-200,50.0,2020-12-05,"Las Vegas, Nevada, USA",USA,1,False,Light Heavyweight,MALE,3,0,1,0,4.47,0.86,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,32,1,-1,-1,-1,1,4,0,-1,0,-2.54,-2.54,-5,-0.88,1.9,2.54,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,b37e7c989d36b6b064cf27304f0c772c,John Allan,Red,,Georgia,,,,jiu jitsu,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
Louis Smolka,-139,71.94244604,2020-12-05,"Las Vegas, Nevada, USA",USA,1,False,Bantamweight,MALE,3,1,0,0,4.25,0.46,1.61,0.34,4,7,31,0,0,0,2,3,2,0,7,Orthodox,175.26,172.72,135,29,0,0,0,-2,-4,-12,0,-3,-1,-2.54,2.54,1,-0.84,-1.3,0.97,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,24d22caaef55f958aaab692b77b34b16,Jose Quinonez,Red,,United States,,,,mixed,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
Matt Wiman,310,310.0,2020-12-05,"Las Vegas, Nevada, USA",USA,0,False,Lightweight,MALE,3,2,0,0,3.18,0.5,2.14,0.37,4,7,39,0,0,0,5,2,3,0,10,Orthodox,177.8,172.72,155,37,-2,1,-3,-9,-7,-38,0,-2,-2,-2.54,7.62,-12,-2.24,2.0,1.39,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,c71a3eab90e15aeb5c73f2ad88d295b7,Jordan Leavitt,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ilia Topuria,-275,36.36363636,2020-12-05,"Las Vegas, Nevada, USA",USA,1,False,Featherweight,MALE,3,0,1,0,0.87,0.39,5.0,0.55,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,145,23,0,0,0,0,1,6,0,0,1,10.16,5.08,9,1.33,-2.1,-3.78,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,ef1a16b24dbd3856dea3138bdb25a890,Damon Jackson,Red,,Georgia,,,,mixed,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
Gian Villante,-200,50.0,2020-12-05,"Las Vegas, Nevada, USA",USA,0,False,Heavyweight,MALE,3,2,0,0,4.32,0.44,0.49,0.23,3,11,52,0,0,3,2,5,0,0,10,Orthodox,190.5,193.04,230,35,-1,0,-2,-7,-7,-37,0,-4,0,0.0,5.08,-3,-0.17,0.5,0.22,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,7715fd6e3d24e9668926f54c8c8d93b3,Jake Collier,Red,,United States,SerraLongo Fight Team ,New York,Long Island,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Anthony Smith,-139,71.94244604,2020-11-28,"Las Vegas, Nevada, USA",USA,1,False,Light Heavyweight,MALE,5,2,0,0,2.97,0.46,0.41,0.25,3,8,45,1,0,0,1,6,3,0,10,Orthodox,193.04,193.04,205,32,-2,2,-1,-4,-4,-21,-1,-6,-3,-10.16,-2.54,-2,0.43,-0.6,2.35,1,1,6.0,,,,,,6.0,,,,,,,,1,,,,,,,,,,,,,,,,,,463e35b540523f2ef21cbb4143290edf,Devin Clark,Red,,United States,Factory X,Colorado,Englewood,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Miguel Baeza,-175,57.14285714,2020-11-28,"Las Vegas, Nevada, USA",USA,1,False,Welterweight,MALE,3,0,3,0,4.78,0.56,0.54,0.33,3,0,7,0,0,0,1,2,0,0,3,Orthodox,187.96,187.96,170,28,0,-2,-2,-1,1,-1,0,0,0,-10.16,-2.54,2,-0.84,-1.1,0.25,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,6d3cedf1976a1f83c55a83069283f258,Takashi Sato,Red,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Josh Parisian,-200,50.0,2020-11-28,"Las Vegas, Nevada, USA",USA,0,False,Heavyweight,MALE,3,0,2,0,7.07,0.55,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,193.04,200.66,265,31,1,-2,-2,-2,1,-1,0,-2,0,-10.16,-10.16,4,-0.25,-1.7,1.22,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,c46e8512c8fa893439d75471845429e8,Parker Porter,Red,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spike Carlyle,-177,56.49717514,2020-11-28,"Las Vegas, Nevada, USA",USA,0,False,Featherweight,MALE,3,1,0,0,3.47,0.6,2.74,0.5,1,1,4,0,0,0,0,1,0,0,1,Switch,172.72,180.34,145,27,1,0,-1,-1,1,2,0,-1,0,10.16,5.08,4,4.4,0.0,-2.24,1,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,b090eb1af08d24f614f1bebaeadea854,Bill Algeo,Red,,,,,,karate,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
