fighter,odds,date,weight_class,gender,current_lose_streak,current_win_streak,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts,no_of_rounds_mean,Weight_lbs_mean,win_dif_mean,height_dif_mean,reach_dif_mean,sig_str_dif_mean,avg_sub_att_dif_mean,avg_td_dif_mean,better_rank_mean,total_fight_time_secs_mean,kd_bout_mean,sig_str_landed_bout_mean,sig_str_attempted_bout_mean,sig_str_pct_bout_mean,tot_str_landed_bout_mean,tot_str_attempted_bout_mean,td_landed_bout_mean,td_attempted_bout_mean,td_pct_bout_mean,sub_attempts_bout_mean,pass_bout_mean,rev_bout_mean,location_mode,date_amin,date_amax,bout_id_unique
Alberto Mina,150,2018-05-12,Welterweight,MALE,0,3,39.66666667,0.466666667,1.333333333,0.376666667,3,0,6,0,1,0,2,0,0,3,Orthodox,182.88,195.58,170,36,,,,,,,,,,,,,,,,,,,jiu jitsu,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3.0,170.0,-2.75,-3.1750000000000003,-0.6349999999999998,5.854166664999999,-0.24479166675,-0.58333333325,0.0,608.5,0.6666666666666666,38.333333333333336,97.66666666666667,0.38999999999999996,46.0,109.66666666666667,1.0,7.333333333333333,0.11,0.0,0.3333333333333333,0.3333333333333333,"['Las Vegas, Nevada, USA' 'Macau, China'
 'Rio de Janeiro, Rio de Janeiro, Brazil' 'Seoul, South Korea']",2014-08-23,2018-05-12,"['de008d9fff680813b3e189f18811ce24' '29b3e5c25a520d94ed6476a7a506eb7c'
 '3811c9c884afb7a17ac37737bbe0ff1c' '4c997803d684b1ec86dcd9f0ee62f22c']"
Alberto Uda,145,2016-08-20,Middleweight,MALE,1,0,15.0,0.55,1.0,0.5,0,1,2,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185,32,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,185.0,-0.5,-3.81,-5.08,-24.833333335,-0.1666666665,-0.8333333334999999,0.0,318.0,0.0,9.5,18.0,0.495,24.5,33.5,1.0,2.0,0.5,0.0,0.5,0.5,"Las Vegas, Nevada, USA",2016-05-29,2016-08-20,['a741176a781c8ae299293908031e404c' '6dbd28d1cb6a87107971b8109d5d714e']
Alejandro Perez,185,2019-07-06,Bantamweight,MALE,1,0,3.52,0.35,0.52,0.2,4,2,24,0,1,3,3,0,0,7,Orthodox,167.64,170.18,135,29,,,,,,,,,,,14.0,,,,Mexico,American Kickboxing Academy,California,San Jose,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,135.0,0.9,2.54,4.064,-0.035139249000000206,-0.3589213565,-0.16176406929999998,0.2,597.9,0.0,37.0,100.5,0.3499999999999999,51.0,116.83333333333333,0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.0,"Mexico City, Distrito Federal, Mexico",2014-11-15,2019-07-06,"['704fa699204c8f9d23a55f5b716c67fe' 'f268b6c8ec4fc60ca8c826ee28ed9940'
 'd67b6c1b732c5db66cd7f8433b524846' 'c2856886f64cfdbc91c0bf669f1f7b74'
 'a80e4fc262cc2fcba0a9d2e982aba389' '898ff7613c7498a77d14bdc746355224'
 'ccfa5095e6b21b5b8b9609368d50b22c' 'd6d62faea75c48f01f547ff7fc43e07d'
 'cc15bb8cfed829eedec24ed7532e4e7e' '4f73f12a551567ffbbc89022ca17a200']"
Alekander Volkov,-270,2019-11-09,Heavyweight,MALE,1,0,,0.6,0.75,0.75,4,1,16,0,1,1,2,0,0,4,Orthodox,200.66,203.2,250,31,,,,,,,,,,,,,,,,,,,karate,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,3.0,250.0,-2.0,-5.08,0.0,0.0,-0.2,-0.75,0.0,,,,,,,,,,,,,,"Moscow, Moscow, Russia",2019-11-09,2019-11-09,['7dd0dd80a735e87773b2767b77ecb5d3']
Aleksa Camur,-167,2020-09-26,Light Heavyweight,MALE,0,1,,,0.72,0.5,1,0,3,0,0,1,0,0,0,1,Orthodox,185.42,187.96,205,25,,,,,,,,,,,,,,0.0,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,205.0,2.0,2.54,8.89,-0.325,0.15,-1.25,0.0,900.0,0.0,80.0,165.0,0.48,88.0,174.0,1.0,2.0,0.5,0.0,0.0,0.0,"['Abu Dhabi, Abu Dhabi, United Arab Emirates' 'Las Vegas, Nevada, USA']",2020-01-18,2020-09-26,['e9e3b7e669c34e56a751ed28952e942d' '98f449b4f9e2d25605344ac264069388']
Aleksandar Rakic,-278,2020-08-29,Light Heavyweight,MALE,1,0,,,1.2,0.28,4,1,11,0,0,2,2,0,0,4,Orthodox,193.04,198.12,205,28,,,,,,9.0,,,,,,,,0.3,Austria,,,,kickboxing,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3.0,205.0,-2.6666666666666665,4.233333333333333,3.3866666666666667,6.0545310233333325,-0.18585858583333334,-0.2148196248333334,0.0,648.6666666666666,0.5,89.5,145.5,0.615,175.0,239.5,2.0,6.5,0.43,0.5,2.0,0.0,"['Busan, South Korea' 'Hamburg, Hamburg, Germany' 'Las Vegas, Nevada, USA'
 'Rotterdam, Zuid-Holland, Netherlands' 'Stockholm, Sweden'
 'Toronto, Ontario, Canada']",2017-09-02,2020-08-29,"['a94f0f0a9620ca91f030b54156fff45c' '791b70f7d7be0c1fe568f809b854aa97'
 '75e07b68a73707d221edb81244ce76c5' '2844721562449a6256cc2f34e11077fe'
 '2c155cbeae70d29a7bde2e6974d61185' 'ea1d7c7ec035c72c890ff8e745868787']"
Aleksei Kunchenko,112,2020-03-14,Welterweight,MALE,1,0,,,0.33,0.33,2,1,9,0,0,2,0,0,0,2,Orthodox,172.72,177.8,170,35,,,,,,,,,,,,,,0.0,,,,,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.0,170.0,-2.5,-6.35,-5.715,14.444130435,-0.37228260874999997,-0.57619565225,0.0,900.0,0.0,45.5,127.5,0.37,85.5,169.0,0.5,1.5,0.25,0.0,0.0,0.0,"['Adelaide, South Australia, Australia'
 'Brasilia, Distrito Federal, Brazil' 'Montevideo, Uruguay'
 'Moscow, Moscow, Russia']",2018-09-15,2020-03-14,"['3baf25544acd73670e0d177cfd5ea2a7' 'dbb4ff574aad83a9358f82c53c72b36b'
 '94a01ee410b88a0638feac2309b504d9' 'f956ba9c19d47892eb426b0e9b64cd3e']"
Aleksei Oleinik,160,2020-08-08,Heavyweight,MALE,0,2,,,2.41,0.46,2,4,19,0,1,0,1,6,0,8,Orthodox,187.96,203.2,240,43,,,,,10.0,,,,,,,,,2.2,Russia,,,,wrestling,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,3.4615384615384617,240.0,-1.0769230769230769,2.3446153846153845,-1.953846153846154,0.9690934069230762,-0.28365384615384615,-0.11599816853846168,0.38461538461538464,373.75,0.1111111111111111,10.777777777777779,23.555555555555557,0.42,26.555555555555557,41.0,1.0,2.4444444444444446,0.22444444444444445,1.0,1.2222222222222223,0.1111111111111111,"Las Vegas, Nevada, USA",2014-06-28,2020-08-08,"['e1834d56818f3a8b09edd3806b4e0eba' '1e78afc36da6c7350c1aedf5152b1161'
 '25317bd57c1966a3a542174b0a1b6639' 'e438a164e6157c247f105a6eea293917'
 '7947d2450260c53d6c6c5ebb9b95fae8' 'dc818e899dbed8ed217851eb59ea6e4e'
 'd4897950cdafc5997b92c8889bd400f8' '5ebb6a1fb4cdf1c3a5bccea0bbf599c2'
 '207050a54bf8581bdd8d9c3671a43060' '4353ab7d9ec686c7563c641d4b9b841c'
 '4c65e992ce2a3a2ebabbe0fcc816b2e2' '60d0e065697148719c2ddeac3ce9d69a'
 '469f7d19908175c11e3fc245ebc2c22b']"
Alen Amedovski,-130,2019-09-28,Middleweight,MALE,0,1,0.52,0.28,0.0,0.0,0,1,3,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,31,,,,,,,,,,,,,,,North Macedonia,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,185.0,-3.0,-2.54,-2.54,-16.19,-0.05,-0.45,0.0,458.5,0.0,4.0,14.0,0.265,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,"['Copenhagen, Denmark' 'Saint Petersburg, Saint Petersburg, Russia']",2019-04-20,2019-09-28,['4d8837dc21ba7af12b6e81132fc0a505' '820b65f715876ea55b5f2149d09a56fb']
Alessandro Ricci,310,2017-02-19,Lightweight,MALE,1,0,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,Orthodox,180.34,175.26,155,34,,,,,,,,,,,,,,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-2.0,0.0,-3.81,-8.214285715,-0.2142857145,-0.2142857145,0.0,,,,,,,,,,,,,,"['Halifax, Nova Scotia, Canada' 'Vancouver, British Columbia, Canada']",2016-08-27,2017-02-19,['7ce0a765f7539ef56c51567e0f4a5757' '5f1bd73e447374aaeab3d7b457ae4cf8']
Alessio Di Chirico,215,2021-01-16,Middleweight,MALE,3,0,,,1.66,0.45,2,5,21,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,31,,,,,,,,,,,,,,0.0,Italy,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,185.0,0.2222222222222222,-9.868649107779169e-17,0.8466666666666667,5.91,0.18888888888888886,-0.023333333333333255,0.0,746.0,0.3333333333333333,36.666666666666664,86.66666666666667,0.4066666666666667,49.666666666666664,101.5,1.1666666666666667,2.6666666666666665,0.41500000000000004,0.0,0.8333333333333334,0.0,"Las Vegas, Nevada, USA",2016-04-10,2021-01-16,"['0198107f777d40637a88fb3d091a633b' '6a0decc9ebc281687b53e830a9e8303d'
 '195781ff136bf051637f713e633769a0' '28644a91174245c77bcd4997b210ed88'
 'f39bde4e50310239854a35f5401ae323' '98a98ea4d55465b145a50c81ef9d41ac'
 '6945a0e6fed93e3759946e5d47c676e8' '58202baf53b8169a6807116d2a4b7495'
 '3db859d0f863c472c6378a66f48b2925']"
Alessio Sakara,-175,2013-10-26,Middleweight,MALE,3,0,19.92857143,0.469285714,0.714285714,0.107142857,3,8,21,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,32,,,,,,,,,,,,,,,,,,,jiu jitsu,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3.0,185.0,-2.0,2.032,5.588000000000001,-13.049152512000001,-0.0833333334,-0.2708291708,0.0,328.25,0.6666666666666666,14.666666666666666,25.666666666666668,0.5466666666666666,16.666666666666668,27.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,"['Broomfield, Colorado, USA' 'Louisville, Kentucky, USA'
 'Manchester, England, United Kingdom' 'Montreal, Quebec, Canada'
 'Stockholm, Sweden']",2010-03-21,2013-10-26,"['512c194e07fd030284fc45c540b20682' 'b6ca460f811ff7be12622eee97b492aa'
 'f46ccd113d8529af4c0fb7d41953456a' '17e2a308e133fa21de4a7b52f21a00d7'
 '1bbaa87c71f59b477f991dad746de618']"
Alex Caceres,-225,2020-08-29,Featherweight,MALE,0,2,4.14,0.49,0.55,0.76,4,10,58,0,3,5,1,2,0,11,Southpaw,177.8,185.42,145,32,,,,,,,,,,,,,,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.090909090909091,145.0,-2.772727272727273,-1.3854545454545453,-1.8472727272727278,-2.0296983063636365,0.06257382849999998,0.08867340759090904,0.045454545454545456,706.8636363636364,0.15384615384615385,51.0,104.84615384615384,0.446923076923077,56.84615384615385,111.38461538461539,0.15384615384615385,0.3076923076923077,0.10230769230769231,0.23076923076923078,0.3076923076923077,0.38461538461538464,"Las Vegas, Nevada, USA",2011-03-26,2020-08-29,"['95874766e0d86e0862e9358824fe928e' '3da3ce730440089498efc6df271ab36d'
 '2ea4d4b6b6001413aba59db6b111f5e3' 'c25966b6dc5dffe6d9b061024ad4f64f'
 'c02ac1a069af639e38d826186b13c878' '1a9c70ea918980c35ed88d73064ddc81'
 '01e7bed0a1f389873195d1d3a947fc5a' '1a58fe5790792a79aa0398e531248aa1'
 '8dbc1393cf5fe885e4c47c13dee39014' '0a3b42bc7d24f0cc475dd96c4c256f28'
 'c1fa94e8a4098fa3a3fad4c9182128f0' 'fe42262003b7ca10ff7688ae2c69839c'
 '552bdb8b603f18ec04be86dc5f0f1616' '6f7b84690302e61376e69b7df450bf58'
 '7b9d1157bdb4df32e2c7729b5d85d28d' 'ad27bc917ff11ef34ca30a174e13eb3c'
 '71f3d6fdf51bb1e96a1c0eea30677c52' '63cfe4a0264d152179a464e8b37b0c23'
 '327d79b0a4c36a8d9466811a548435b2' '5c06dc383cc703d6823a6c01d9cb3c92'
 '4894cc371016fd69889d7de49674a11b' 'eb7bc51f60b33c782699112fde025893']"
Alex Chambers,1000,2018-09-22,Women's Strawweight,FEMALE,2,0,,,1.75,0.4925,1,3,10,0,0,0,0,1,0,1,Switch,160.02,160.02,115,39,,,,,,,,,,,,,,0.75,,American Top Team,Florida,Coconut Creek,karate,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.0,115.0,-0.2,0.508,1.0159999999999998,-3.1833333340000003,-0.15,0.75,0.0,546.0,0.0,20.333333333333332,31.333333333333332,0.6266666666666667,31.666666666666668,44.0,1.6666666666666667,2.6666666666666665,0.5233333333333333,0.0,1.6666666666666667,0.0,"Las Vegas, Nevada, USA",2014-12-12,2018-09-22,"['0c7a2c2f00f503ab7d0fa3902f913dc6' '4116022bd877c5ca99e8048566b0c7f6'
 'fecc49b6973dbafbd39bab847f36b291' 'd632b0a34cfc255e399738f0a5fca28c'
 'cd135cefd68c257d5813c62fb652c85d']"
Alex Da Silva,253,2020-09-26,Lightweight,MALE,0,1,,,2.59,0.57,1,1,5,0,0,1,0,0,0,1,Orthodox,172.72,185.42,155,24,,,,,,,,,,,,,,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-1.0,-5.080000000000001,2.54,-8.823333333333332,0.0,1.0599999999999998,0.0,695.0,0.0,12.5,29.0,0.425,49.0,76.5,2.0,3.5,0.54,0.0,3.0,0.0,"['Abu Dhabi, Abu Dhabi, United Arab Emirates' 'Montevideo, Uruguay'
 'Saint Petersburg, Saint Petersburg, Russia']",2019-04-20,2020-09-26,"['06674b964db0d47dce53070ba2cc2c5c' 'e2737041cf712eaffe9b412fdcd1ce42'
 'e9cf0c7b409e3145da4efbae342e8a67']"
Alex Garcia,-245,2018-10-27,Welterweight,MALE,1,0,20.55555556,0.32,3.111111111,0.465555556,2,4,22,0,1,1,2,1,0,5,Orthodox,175.26,182.88,170,31,,,,,,,,,,,,,,,,,,,mixed,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3.0,170.0,-1.7,-5.08,-3.8099999999999996,-1.1588705730000015,-0.03481020609999999,1.0189562235,0.0,702.4,0.2222222222222222,22.555555555555557,73.44444444444444,0.3033333333333334,35.666666666666664,89.22222222222223,3.2222222222222223,6.111111111111111,0.4933333333333333,0.1111111111111111,2.0,0.1111111111111111,"Las Vegas, Nevada, USA",2013-12-06,2018-10-27,"['cfe7c0a4168be4385c69b341db41d675' 'dfd3110c3fa8f8b8e4ffe1a7d1c4e48e'
 '5ba33b99fa48f1fdcba2440a4240ebae' '7d2d511690442eae8a74e6fe48f979ed'
 '2d4f16eb37d251433ab2bf691fd6bcaf' 'b6f9be2db00324969ad772e0e471ee14'
 '15ebf2c316b59e1eba7d93169bb48f94' 'b04f63e7db989ce02098bf2cb218dc2f'
 'b2cc39b749c35363a87fa22c38befacf' '3686fb29d88056a944005601b4ad5d24']"
Alex Gorgees,425,2018-12-01,Lightweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Switch,187.96,187.96,155,23,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,0.0,-10.16,0.04,0.0,0.0,0.0,0.0,900.0,,,,,,,,,,,,,"Adelaide, South Australia, Australia",2018-12-01,2018-12-01,['cb5297943dcfcc8974eedd365f8e6121']
Alex Morono,175,2020-12-19,Welterweight,MALE,1,0,,,0.44,0.28,3,4,2,0,0,0,0,0,0,7,Orthodox,180.34,182.88,170,30,,,,,,,,,,,,,,0.4,United States,,,,jiu jitsu,1,0,1,1,0,0,0,1,0,1,0,0,0,4,0,3.0,170.0,-2.727272727272727,0.6927272727272726,-0.46181818181818185,6.153585859090909,-0.11341991336363638,-0.6946681097272727,0.0,692.2857142857143,0.4,51.4,130.0,0.37,60.6,139.8,0.0,0.8,0.0,0.4,0.6,0.0,"Las Vegas, Nevada, USA",2016-01-02,2020-12-19,"['67f222e8ebf607f9b68f1138016ced9c' 'ef81b80589e049d7b45ac8707484b43a'
 'a23c3b51a4cc95eaddaa40ba383db38d' '99f730ad7443a7f9b7952667c695c49d'
 'f3ab6e74a011c9a5b24dbc701b2d4c6f' 'c31816e2d0cf50c9945312050e25a5d5'
 'a02ffedd20e75c30ff1a46fbaa44a26f' '0ded0b8691459fd6eeb747313352ba4a'
 '3394b2adef5cf44e08e594af8db21fdc' '565d482135393a42949ee058b879984d'
 '86f7f706ce10e6935facac43f0b137ef']"
Alex Munoz,188,2020-08-08,Lightweight,MALE,0,0,,,4.0,0.66,0,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,155,30,,,,,,,,,,,,,,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-3.0,-2.54,-7.62,-1.18,0.0,3.71,0.0,,,,,,,,,,,,,,"Las Vegas, Nevada, USA",2020-08-08,2020-08-08,['c8b1b5691d7b74bf9d43576cd6aa36a4']
Alex Nicholson,145,2017-05-28,Middleweight,MALE,1,0,,,0.0,0.0,1,2,6,0,0,0,1,0,0,1,Orthodox,193.04,205.74,185,27,,,,,,,,,,,,,,0.0,,,,,muay thai,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,3.0,185.0,-1.25,6.35,12.7,-6.9270833325000005,-0.03125,-0.875,0.0,426.25,0.5,9.5,17.5,0.415,11.5,19.5,0.0,0.0,0.0,0.5,0.0,0.0,"['Las Vegas, Nevada, USA' 'Mexico City, Distrito Federal, Mexico'
 'Sioux Falls, South Dakota, USA' 'Stockholm, Sweden']",2016-02-06,2017-05-28,"['f856958f50cdb4300f06cb4287373c31' '619c918867f239913f0b7d44b05caebc'
 'c7c4824a903fd69b99bf0ab6d9677519' '4671adc30234c4803a68fe3ed05218c2']"
Alex Oliveira,-112,2020-10-24,Welterweight,MALE,0,2,2.89,0.5,2.47,0.37,4,6,42,0,1,3,4,3,0,11,Orthodox,180.34,193.04,170,32,,,,,,,,,,,,,,,Brazil,,,,muay thai,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,3.111111111111111,170.0,-2.3333333333333335,-0.2822222222222222,-0.5644444444444446,-4.144775411111111,-0.1591072832222222,-0.5601973189444445,0.16666666666666666,667.6875,0.1,21.0,47.6,0.426,37.0,67.0,2.2,4.9,0.34500000000000003,0.6,1.5,0.0,"['Abu Dhabi, Abu Dhabi, United Arab Emirates'
 'Sao Paulo, Sao Paulo, Brazil']",2015-03-21,2020-10-24,"['87b2283e92b45b3d87cc0879c0187b02' 'f0ce6bba2dd8b0edb18dc5376618e5df'
 '47398ea36b997d7c1ec437c2e8852970' 'e30230a038fc6544ed6b2b61dac103ec'
 'bf45b1a6d8e29797a0929a1a26f29a2c' '177aa0e213dcc63d766b8a26487c954b'
 'bd283fe04a158e8a9e4d463d16a71aa1' '54abfd45309abb875aa78efde825f6ae'
 'd787b7fb33a2c4bce639fccb2af76db3' '00657077dd099ad5b8dc1be3c81073be'
 '419eb47d13e07c4e0cc11385bc64dda4' '402893bfe097677e21be88c2ea220424'
 '5a072b920c65262d10a2d7a56b0c1c0f' 'ffe64002d176930b39117b75ed7a257f'
 'cb172bd56d57d4d1e44519e46d730c4c' '83b27f868eae4a6af50eff81889d51d2'
 'f1e5d9bace76ce15083e1a37de6da55c' '3a8866a9db6700b4f8fe7d18bfc18695']"
Alex Perez,225,2020-11-21,Flyweight,MALE,0,3,,,3.03,0.5,4,1,13,0,0,2,2,3,0,7,Orthodox,167.64,165.1,125,28,,,,,,,,,,,,4.0,,1.4,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.25,131.25,-1.625,0.9525,-5.715,-8.046666666250001,0.197916666625,-0.12124999999999989,0.0,442.57142857142856,0.0,26.25,58.25,0.385,61.75,99.5,2.25,3.75,0.7625,0.25,0.75,0.0,"Las Vegas, Nevada, USA",2017-12-09,2020-11-21,"['326499875501be655a8f9a1d7825da56' '9c8883f3e5913f8cbc3a4f91e1373705'
 '32ab991fd4e864589baea04e7d16ee97' 'a1b2edc991e92e8e9083d24f9a448f1d'
 'ff935435b6e8c5580ee2acb1db7ab9a5' '8458acaad918540adb05d73a8001cbf0'
 '212f8be275205e98bebd6bca6871cd43' '9ecd151de1a063718062974ede8fbb7a']"
Alex Reyes,335,2017-09-16,Welterweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,30,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,-3.0,2.54,5.08,-46.0,0.0,0.0,0.0,79.0,0.0,6.0,13.0,0.46,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pittsburgh, Pennsylvania, USA",2017-09-16,2017-09-16,['0007c0e7c888c0c4a3c658777405262e']
Alex Soto,215,2012-05-15,Bantamweight,MALE,1,0,6.0,0.75,0.0,0.0,0,1,1,0,0,0,0,0,0,0,Southpaw,172.72,180.34,135,28,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,135.0,-1.0,-1.27,-2.54,-12.75,0.75,-1.5,0.0,478.0,0.0,23.5,93.0,0.49,26.0,96.5,1.5,5.0,0.15,0.0,0.0,0.0,"['Fairfax, Virginia, USA' 'San Jose, California, USA']",2011-11-19,2012-05-15,['9b291666e35ffb4607f62dd37f3d1c60' '27941f2d4532fd9f92ef89e4cc3ead7c']
Alex Torres,-115,2015-02-28,Featherweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,26,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,37.0,99.0,0.37,40.0,102.0,2.0,9.0,0.22,0.0,0.0,0.0,"Los Angeles, California, USA",2015-02-28,2015-02-28,['fec761c3c7864a5690fdbfe1efb23d1b']
Alex White,165,2019-10-26,Lightweight,MALE,0,1,3.76,0.42,0.92,0.28,0,5,22,0,0,2,2,0,0,4,Southpaw,182.88,180.34,155,31,,,,,,,,,,,,,,,United States,,,,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,155.0,-2.4,1.016,0.508,7.4845000000000015,-0.3543637109,0.0172389162,0.0,688.1,0.2,36.8,95.8,0.426,50.6,112.2,0.2,2.4,0.2,0.0,0.0,0.2,"Las Vegas, Nevada, USA",2014-04-19,2019-10-26,"['0719c60941446c9d8afecff8feb5cbd6' '2f999b7b097b4a855fde2e1851c270c7'
 '1a8582aabfc7f76dd88119ad353696a0' '115a5cf0ff8f25896e4e348838a199ea'
 '6681f6e137d6a42d261f4a6ad11a38e9' 'bd8143e8e6544e0628c24194f36d5374'
 'eb699a56ed00c02463dad3d4bf611215' 'd00fa124f331cb99d7371037c1116c9e'
 'a0f55ceebdd3757b63d5be1d7b74537e' '2cc10307bb125839a8b182b92133180b']"
Alexa Grasso,-315,2020-08-29,Women's Flyweight,FEMALE,1,0,,,0.19,0.33,1,3,16,0,1,2,0,0,0,3,Orthodox,165.1,167.64,115,27,14.0,,,,,,,,,,,,,0.6,Mexico,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,115.0,-0.7142857142857143,1.8142857142857143,-0.3628571428571426,0.5453968242857152,0.5214285715714285,-0.025396825285714315,0.42857142857142855,777.3333333333334,0.0,25.5,55.5,0.59,62.0,96.0,0.0,0.5,0.0,0.5,0.0,0.5,"Mexico City, Distrito Federal, Mexico",2016-11-05,2020-08-29,"['a4dcf9fd0ee8ec983f8561dd69176790' '2c67baf92e41f21b549dd05efe791120'
 '17b8d3db7f32d12f6ef46f335d32ee92' 'ef17e21ffe9f249e185ea836da3c86e8'
 'c18f68e9c318d15b3df251b562771a63' 'd0084a09815f6be0d1d93a33173cf3b7'
 'f3fb6d578a766d44d8fc2c0bf5deedde']"
Alexander Gustafsson,-335,2020-07-25,Heavyweight,MALE,2,0,,,1.56,0.39,6,6,42,0,0,3,5,2,0,10,Orthodox,195.58,200.66,205,33,,,,,7.0,,,,,,,,,0.4,Sweden,Alliance MMA,California,San Diego,boxing,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3.875,205.0,-2.5625,-0.3174999999999997,-1.42875,-4.66019161375,0.08519466650000002,0.0652470793125,0.375,692.5,0.5555555555555556,39.666666666666664,110.33333333333333,0.3588888888888888,47.22222222222222,119.11111111111111,0.6666666666666666,2.111111111111111,0.29000000000000004,0.5555555555555556,1.2222222222222223,0.0,"Stockholm, Sweden",2010-04-10,2020-07-25,"['2e1af9dcadbbab171c5bcd3736eb8d94' '2f337e2380de4485948b0e5629c1b3ef'
 'c8b76f7e713fa36ab57a9825970c629e' '411fe081d374a67511353ecf98950756'
 '64b30b0808c7363f8346680cbbfc30ec' 'a992eb7a5e8f20790619f9479bfc9281'
 'bf954661ab4d0ad38a6cd3b68ad6f36a' '73e5666f5e533e7f4f45be5890224086'
 '4470e8776fe62251e721044959fee328' '36320887a7db394a557362b674d71794'
 '5a1b1dcffe51e5ef69f424a1df910ad7' 'db574533d149e9d49e03eae1ac02f253'
 'd7802e8f68b9c259ffa545fb16a0a315' 'f62f15cae6a4c696bcfb8b1ff60f9a51'
 '42cb86d894c5f2beecb125b24f91a6c0' '9539245b10f87b6650fe2bbb8bdfece3']"
