fighter,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts
Nick Osipczak,mixed,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Dustin Hazelett,mixed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rodney Wallace,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Todd Brown,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
James Irvin,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chris Lytle,boxing,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Forrest Petz,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Keith Jardine,boxing,1,1,0,1,0,0,1,0,0,1,0,0,0,2,1
Jamie Yager,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Gunderson,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Josh Bryant,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chuck Liddell,kickboxing,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0
David Loiseau,mixed,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Jason Brilz,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jesse Forbes,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Kevin Ferguson,mixed,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Marcus Davis,boxing,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0
Yoshiyuki Yoshida,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Nate Quarry,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Rob Emerson,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Caol Uno,wrestling,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
Eliot Marshall,taekwondo,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Eric Schafer,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Manel Kape,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Danilo Marques,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lara Procopio,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michael Chandler,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Zhalgas Zhumagulov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mounir Lazzez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gaetano Pirrello,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zarrukh Adashev,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Jerome Rivera,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Mason Jones,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sergey Morozov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Manon Fiorot,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dusko Todorovic,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joselyne Edwards,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Khaos Williams,mixed,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Taila Santos,mixed,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Jamie Pickett,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cody Durden,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Virna Jandiroba,jiu jitsu,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0
Rafael Fiziev,muay thai,1,1,1,0,0,0,1,0,0,1,1,0,0,2,2
Sam Hughes,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Peter Barrett,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Justin Jaynes,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
John Allan,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jordan Leavitt,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Damon Jackson,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Parker Porter,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bill Algeo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Norma Dumont,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kai Kamaka,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anderson Dos Santos,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Rachael Ostovich,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nate Maness,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jennifer Maia,muay thai,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0
Brandon Royval,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Jordan Wright,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jared Gooden,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dustin Stoltzfus,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sasha Palatnikov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cory McKenna,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rhys McKee,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kanako Murata,judo,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Tony Gravely,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roque Martinez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jamey Simmons,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eduardo Garagorri,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ramiz Brahimaj,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Charlie Ontiveros,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Victor Rodriguez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jason Witt,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Kevin Natividad,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phillip Hawes,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Liliya Shakirova,mixed,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2
Shavkat Rakhmonov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Miranda Maverick,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jonathan Martinez,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Guram Kutateladze,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fares Ziam,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maxim Grishin,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mark Striegl,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dricus Du Plessis,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Alan Baudot,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KB Bhullar,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tony Kelley,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Omar Morales,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stephanie Egger,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tagir Ulanbekov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cameron Else,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nassourdine Imavov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jinh Yu Frey,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Alex Da Silva,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ludovit Klein,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jeff Hughes,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
David Dvorak,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sarah Alpar,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TJ Laramie,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Khama Worthy,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kevin Croom,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ray Rodriguez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aleksandar Rakic,kickboxing,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Austin Springer,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Christian Aguilera,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mizuki Inoue,karate,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0
Matthew Semelsberger,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trevin Jones,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jairzinho Rozenstruik,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Danny Chavez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alex Munoz,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wellington Turman,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ali Qaisi,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vince Cachero,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jai Herbert,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Raphael Pessoa,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Niklas Stolze,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Castaneda,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Askar Askarov,sambo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
Arman Tsarukyan,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Serghei Spivac,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andreas Michailidis,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Fishgold,jiu jitsu,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Jiri Prochazka,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Roman Bogatov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zhalgas Zhamagulov,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brianna Van Buren,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Max Rohskopf,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Charles Jourdain,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gabe Green,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Klidson Abreu,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vince Morales,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Anthony Hernandez,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Drakkar Klose,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Saparbeg Safarov,sambo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
Zarah Fairn,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steve Garcia,mixed,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Marcos Rogerio De Lima,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Joshua Culibao,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rocco Martin,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Dan Moret,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ben Askren,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Nohelin Hernandez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chance Rencountre,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shanna Young,karate,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Sheymon Moraes,muay thai,0,0,1,1,0,1,0,0,0,1,0,0,0,2,1
Ryan Hall,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jin Soo Son,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Felipe Colares,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Krzystof Jotko,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Yoshinori Horie,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sarah Frota,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lucie Pudilova,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hannah Goldy,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kalinn Williams,mixed,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Youssef Zalel,kickboxing,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Bobby Moffett,jiu jitsu,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
Jodie Esquibel,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Zhang Weili,kung fu,1,1,0,0,0,0,1,0,1,1,0,0,0,2,1
Derrick,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tristan Connelly,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Carlos Huachin,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marcos Mariano,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Danilo Belluardo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Luci Pudilova,mixed,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Kron Gracie,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Thomas Gifford,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hector Aldana,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Don'tale Mayes,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Ode Obsourne,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sergey Khandozhko,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Isabela De Pauda,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Omar Antonio Morales Ferrer,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nina Ansaroff,taekwondo,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Sung Bin Jo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Duda Santana,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Derrick Krantz,kung fu,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Jesus Pinedo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Carlo Pedersoli,karate,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0
Justin Frazier,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michel Batista,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Leah Letson,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Darrell Horcher,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Ricky Rainey,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stefan Sekulic,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Terrion Ware,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Craig White,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tim Williams,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jose Torres,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matheus Nicolau,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Abu Azaitar,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joe Giannetti,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Richie Smullen,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Allan Zuniga,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Melinda Fabian,karate,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
Mike Jackson,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Felipe Silva,muay thai,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0
James Bochnovic,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dmitry Sosnovskiy,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brian Camozzi,mixed,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Galore Bofando,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ryan Janes,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bharat Kandare,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ashkan Mokhtarian,mixed,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Michel Quinones,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marcel Fortuna,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Christian Colombo,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chanmi Jeon,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alex Reyes,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zu Anyanwu,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Abdul-Kerim Edilov,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Andrew Holbrook,wrestling,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1
Jesse Taylor,wrestling,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
Nick Roehrick,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tom Gallicchio,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jimmy Wallhead,judo,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
Alex Nicholson,muay thai,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Michael McBride,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cindy Dandois,judo,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Rashid Magomedov,sambo,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Augusto Mendes,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nathan Coy,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Mike de la Torre,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alessandro Ricci,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JC Cottrell,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fredy Serrano,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Sean O'Connell,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jonathan Meunier,kickboxing,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0
Geane Herrera,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Milana Dudieva,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heather Jo Clark,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason Novelli,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Avila,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Leonardo Augusto Leleco,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joey Gomez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cristina Stanciu,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cody Pfister,mixed,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Enrique Marin,jiu jitsu,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
Fernando Bruno,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anton Zafir,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mehdi Baghdad,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Dileno Lopes,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jerrod Sanders,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Dominic Waters,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Willie Gates,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rin Nakai,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jarjis Danho,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Martin Svensson,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Felipe Olivieri,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tony Sims,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Masanori Kanehara,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Marcin Wrzosek,kickboxing,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Konstantin Erokhin,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Abner Lloveras,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Leo Kuntz,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steve Kennedy,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gasan Umalatov,sambo,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Jon Delos Reyes,mixed,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Ericka Almeida,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roger Zapata,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nazareno Malegarie,judo,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
Sirwan Kakai,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roman Salazar,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hans Stringer,jiu jitsu,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Paul Redmond,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Levan Makashvili,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Joe Merritt,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lewis Gonzalez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Antonio Dos Santos,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Leonardo Morales,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lisa Ellis,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rocky Lee,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Justin Jones,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shayna Baszler,wrestling,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1
Cain Carrizosa,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roger Narvaez,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Josh Copeland,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alex Torres,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Josh Shockley,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rodrigo de Lima,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andy Enz,mixed,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
Stanislav Nedkov,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Shane Howell,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mats Nilsson,judo,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Mike Rhodes,kickboxing,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
Garett Whiteley,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matt Hobar,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Heatherly,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Humberto Brown,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rodolfo Rubio,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tim Gorman,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guto Inocente,kickboxing,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0
Takenori Sato,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Dashon Johnson,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Jianping Yang,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Danny Mitchell,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jack May,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mike King,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tina Lahdemaki,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Daniel Spohn,jiu jitsu,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Guilherme Vasconcelos,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lance Benoist,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Brian Houston,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shunichi Shimizu,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Will Chope,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Quinn Mulhern,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Dave Galera,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roger Bowling,boxing,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Peggy Morgan,mixed,1,1,0,1,0,0,1,0,0,1,0,0,0,2,1
Adlan Amagov,sambo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
David Mitchell,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Martin Kampmann,muay thai,1,0,1,0,1,0,1,0,0,1,0,0,0,3,0
Brian Melancon,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sheila Gaff,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Josh Clopton,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roger Gracie,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Eddie Mendez,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Cholish,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Roger Hollett,mixed,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0
Azamat Gashimov,mixed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
